         93343836 function calls (90825421 primitive calls) in 46.056 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 common.py:251(_get_filepath_or_buffer)
        9    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(all)
      847    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x13706fb80}
        1    0.000    0.000    0.000    0.000 pathlib.py:1118(_opener)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 series.py:5276(isna)
       17    0.000    0.000    0.000    0.000 cloudpickle_fast.py:581(_function_reduce)
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_2d)
        3    0.000    0.000    0.000    0.000 utils.py:134(get_device)
       32    0.000    0.000    0.000    0.000 managers.py:212(set_axis)
       32    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 flatten.py:39(__init__)
        1    0.000    0.000    0.000    0.000 copy.py:258(_reconstruct)
       64    0.000    0.000    0.000    0.000 fromnumeric.py:1755(ravel)
        3    0.000    0.000    0.000    0.000 container.py:82(__init__)
        1    0.000    0.000    0.000    0.000 generic.py:7230(isna)
      956    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       32    0.000    0.000    0.000    0.000 base.py:4931(_validate_fill_value)
      483    0.000    0.000    0.000    0.000 indexing.py:2497(<genexpr>)
      109    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       54    0.000    0.000    0.000    0.000 encoder.py:204(iterencode)
       97    0.000    0.000    0.000    0.000 base.py:4846(_get_engine_target)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:2404(all)
       29    0.000    0.000    0.000    0.000 cloudpickle.py:278(_lookup_module_and_qualname)
        6    0.000    0.000    0.000    0.000 zipfile.py:1475(open)
       32    0.000    0.000    0.000    0.000 base.py:785(_view)
     1096    0.000    0.000    0.000    0.000 __init__.py:301(is_storage)
      494    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       66    0.000    0.000    0.000    0.000 missing.py:391(array_equivalent)
       32    0.000    0.000    0.000    0.000 blocks.py:2137(ensure_block_shape)
       99    0.000    0.000    0.000    0.000 common.py:1148(needs_i8_conversion)
       13    0.000    0.000    0.000    0.000 parameter.py:31(__new__)
       14    0.000    0.000    0.000    0.000 cloudpickle_fast.py:434(_class_reduce)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:112(release)
       96    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:160(__exit__)
       64    0.000    0.000    0.000    0.000 arrayprint.py:753(_extendLine_pretty)
       32    0.000    0.000    0.000    0.000 base.py:57(_validate_set_axis)
      161    0.000    0.000    0.000    0.000 contextlib.py:376(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 nanops.py:488(nanany)
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(bincount)
      292    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       32    0.000    0.000    0.000    0.000 cast.py:2149(can_hold_element)
        2    0.000    0.000    0.000    0.000 generic.py:4952(<genexpr>)
      161    0.000    0.000    0.000    0.000 frame.py:804(axes)
        2    0.000    0.000    0.000    0.000 preprocessing.py:180(get_action_dim)
        6    0.000    0.000    0.000    0.000 zipfile.py:1573(_open_to_write)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2305(any)
       43    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       32    0.000    0.000    0.000    0.000 api.py:331(default_index)
       20    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 {method 'seed' of 'numpy.random.mtrand.RandomState' objects}
       32    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
      173    0.000    0.000    0.000    0.000 base_environment.py:199(<listcomp>)
        2    0.000    0.000    0.000    0.000 pathlib.py:1079(__new__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:156(__enter__)
      104    0.000    0.000    0.000    0.000 storage.py:362(__init__)
       96    0.000    0.000    0.000    0.000 base.py:6299(_validate_indexer)
       66    0.000    0.000    0.000    0.000 cast.py:468(maybe_promote)
       13    0.000    0.000    0.000    0.000 {built-in method _make_subclass}
        1    0.000    0.000    0.000    0.000 _asarray.py:22(require)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
       33    0.000    0.000    0.000    0.000 managers.py:2137(_preprocess_slice_or_indexer)
      258    0.000    0.000    0.000    0.000 generic.py:660(ndim)
      483    0.000    0.000    0.000    0.000 indexing.py:745(<genexpr>)
      105    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 c_parser_wrapper.py:358(<setcomp>)
       65    0.000    0.000    0.000    0.000 _decorators.py:214(_format_argument_list)
       32    0.000    0.000    0.000    0.000 range.py:439(_view)
        1    0.000    0.000    0.000    0.000 buffers.py:37(__init__)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x11770baf0}
        3    0.000    0.000    0.000    0.000 serialization.py:258(__exit__)
       12    0.000    0.000    0.000    0.000 zipfile.py:408(FileHeader)
        1    0.000    0.000    0.000    0.000 utils.py:249(maybe_convert_indices)
       46    0.000    0.000    0.000    0.000 iostream.py:90(_event_pipe)
       99    0.000    0.000    0.000    0.000 take.py:326(_get_take_nd_function)
       65    0.000    0.000    0.000    0.000 missing.py:911(clean_reindex_fill_method)
       19    0.000    0.000    0.000    0.000 module.py:1279(_save_to_state_dict)
        1    0.000    0.000    0.000    0.000 container.py:319(__init__)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2970(prod)
      107    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
       13    0.000    0.000    0.000    0.000 module.py:329(register_parameter)
       32    0.000    0.000    0.000    0.000 {method 'increment_above' of 'pandas._libs.internals.BlockPlacement' objects}
        3    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
      271    0.000    0.000    0.000    0.000 base_class.py:257(logger)
        1    0.000    0.000    0.000    0.000 logger.py:604(<listcomp>)
        1    0.000    0.000    0.000    0.000 readers.py:1290(__exit__)
        1    0.000    0.000    0.000    0.000 logger.py:401(make_output_format)
       32    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
        1    0.000    0.000    0.000    0.000 seeding.py:24(hash_seed)
        1    0.000    0.000    0.000    0.000 readers.py:936(close)
        1    0.000    0.000    0.000    0.000 base.py:5265(identical)
      104    0.000    0.000    0.000    0.000 storage.py:295(__new__)
       15    0.000    0.000    0.000    0.000 callbacks.py:62(on_rollout_start)
        6    0.000    0.000    0.000    0.000 init.py:122(uniform_)
        2    0.000    0.000    0.000    0.000 pathlib.py:702(_from_parts)
        1    0.000    0.000    0.000    0.000 registration.py:135(spec)
       32    0.000    0.000    0.000    0.000 frame.py:3883(_ensure_valid_index)
       15    0.000    0.000    0.000    0.000 base_class.py:281(_update_current_progress_remaining)
       15    0.000    0.000    0.000    0.000 on_policy_algorithm.py:264(<listcomp>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
       32    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
      199    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        4    0.000    0.000    0.000    0.000 _dtype.py:34(__str__)
      225    0.000    0.000    0.000    0.000 frame.py:578(_constructor)
        2    0.000    0.000    0.000    0.000 pathlib.py:682(_parse_args)
       32    0.000    0.000    0.000    0.000 shape_base.py:218(_vhstack_dispatcher)
       21    0.000    0.000    0.000    0.000 iostream.py:429(_is_master_process)
       66    0.000    0.000    0.000    0.000 base.py:803(is_)
       33    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
       64    0.000    0.000    0.000    0.000 frame.py:3920(_clear_item_cache)
        2    0.000    0.000    0.000    0.000 seeding.py:74(_bigint_from_bytes)
        1    0.000    0.000    0.000    0.000 torch_layers.py:21(__init__)
       64    0.000    0.000    0.000    0.000 numeric.py:1391(<listcomp>)
        1    0.000    0.000    0.000    0.000 posixpath.py:373(abspath)
        2    0.000    0.000    0.000    0.000 cloudpickle_fast.py:574(_dynamic_function_reduce)
       64    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 threading.py:1358(current_thread)
       43    0.000    0.000    0.000    0.000 __init__.py:935(__getitem__)
        9    0.000    0.000    0.000    0.000 cloudpickle_fast.py:665(__init__)
       21    0.000    0.000    0.000    0.000 module.py:921(convert)
       52    0.000    0.000    0.000    0.000 serialization.py:164(location_tag)
       64    0.000    0.000    0.000    0.000 arrayprint.py:739(_extendLine)
        4    0.000    0.000    0.000    0.000 space.py:19(__init__)
       10    0.000    0.000    0.000    0.000 module.py:371(add_module)
       34    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      325    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
      163    0.000    0.000    0.000    0.000 base.py:1650(name)
        1    0.000    0.000    0.000    0.000 utils.py:483(get_system_info)
       33    0.000    0.000    0.000    0.000 base.py:2642(_na_value)
        1    0.000    0.000    0.000    0.000 readers.py:1019(_clean_options)
        1    0.000    0.000    0.000    0.000 seeding.py:49(create_seed)
        1    0.000    0.000    0.000    0.000 __init__.py:39(unwrap_vec_normalize)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(amin)
        1    0.000    0.000    0.000    0.000 base_parser.py:83(__init__)
       60    0.000    0.000    0.000    0.000 utils.py:228(is_vectorized_box_observation)
       32    0.000    0.000    0.000    0.000 frame.py:1413(__len__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1308(__exit__)
       32    0.000    0.000    0.000    0.000 generic.py:554(_get_axis_name)
        2    0.000    0.000    0.000    0.000 preprocessing.py:161(get_flattened_obs_dim)
        2    0.000    0.000    0.000    0.000 zipfile.py:1818(close)
        1    0.000    0.000    0.000    0.000 distributions.py:644(make_proba_distribution)
      161    0.000    0.000    0.000    0.000 contextlib.py:382(__exit__)
       15    0.000    0.000    0.000    0.000 utils.py:65(update_learning_rate)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:185(cb)
       65    0.000    0.000    0.000    0.000 _validators.py:218(validate_bool_kwarg)
       12    0.000    0.000    0.000    0.000 numeric.py:1859(isscalar)
       15    0.000    0.000    0.000    0.000 threading.py:268(_acquire_restore)
      226    0.000    0.000    0.000    0.000 managers.py:919(__init__)
        6    0.000    0.000    0.000    0.000 init.py:12(_no_grad_uniform_)
       47    0.000    0.000    0.000    0.000 base_environment.py:207(<listcomp>)
        2    0.000    0.000    0.000    0.000 common.py:1109(_is_binary_mode)
       10    0.000    0.000    0.000    0.000 arrayprint.py:64(_make_options_dict)
        2    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
        1    0.000    0.000    0.000    0.000 monitor.py:31(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1840(_write_end_record)
        1    0.000    0.000    0.000    0.000 base_parser.py:340(_maybe_dedup_names)
        1    0.000    0.000    0.000    0.000 container.py:379(update)
       95    0.000    0.000    0.000    0.000 {built-in method time.time}
      329    0.000    0.000    0.000    0.000 zipfile.py:1115(_fileobj)
       15    0.000    0.000    0.000    0.000 threading.py:256(__enter__)
        1    0.000    0.000    0.000    0.000 common.py:127(is_url)
       47    0.000    0.000    0.000    0.000 base_environment.py:204(<listcomp>)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2800(amin)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        9    0.000    0.000    0.000    0.000 box.py:63(_get_precision)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 optimizer.py:266(add_param_group)
       29    0.000    0.000    0.000    0.000 pickle.py:322(_getattribute)
       33    0.000    0.000    0.000    0.000 generic.py:566(_get_block_manager_axis)
        2    0.000    0.000    0.000    0.000 __init__.py:23(unwrap_vec_wrapper)
        1    0.000    0.000    0.000    0.000 base_parser.py:176(_validate_parse_dates_presence)
       32    0.000    0.000    0.000    0.000 utils.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 parse.py:372(urlparse)
       27    0.000    0.000    0.000    0.000 cloudpickle.py:181(_is_registered_pickle_by_value)
        2    0.000    0.000    0.000    0.000 generic.py:5646(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        5    0.000    0.000    0.000    0.000 functools.py:817(dispatch)
       32    0.000    0.000    0.000    0.000 utils.py:34(<listcomp>)
       96    0.000    0.000    0.000    0.000 base.py:5905(_index_as_unique)
        1    0.000    0.000    0.000    0.000 common.py:103(close)
       68    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       52    0.000    0.000    0.000    0.000 serialization.py:117(_cpu_tag)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(can_cast)
        1    0.000    0.000    0.000    0.000 nanops.py:257(_get_values)
       64    0.000    0.000    0.000    0.000 managers.py:206(_normalize_axis)
        1    0.000    0.000    0.000    0.000 pathlib.py:1419(exists)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:87(acquire)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:194(_set_noconvert_columns)
        1    0.000    0.000    0.000    0.000 base_class.py:346(_init_callback)
       29    0.000    0.000    0.000    0.000 cloudpickle.py:195(_whichmodule)
        1    0.000    0.000    0.000    0.000 readers.py:515(_validate_names)
        2    0.000    0.000    0.000    0.000 generic.py:5632(_protect_consolidate)
        1    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       32    0.000    0.000    0.000    0.000 generic.py:636(_info_axis)
        1    0.000    0.000    0.000    0.000 optimizer.py:117(state_dict)
       47    0.000    0.000    0.000    0.000 base_environment.py:206(<listcomp>)
        6    0.000    0.000    0.000    0.000 init.py:67(calculate_gain)
       52    0.000    0.000    0.000    0.000 _namedtensor_internals.py:10(check_serializing_named_tensor)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:187(close)
        2    0.000    0.000    0.000    0.000 core.py:225(__init__)
        1    0.000    0.000    0.000    0.000 util.py:46(obs_space_info)
       40    0.000    0.000    0.000    0.000 managers.py:1992(_grouping_func)
       32    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:1227(stat)
      208    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.StorageBase' objects}
       97    0.000    0.000    0.000    0.000 blocks.py:354(dtype)
       32    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
      169    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
       52    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      160    0.000    0.000    0.000    0.000 managers.py:282(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dict.py:36(__init__)
      161    0.000    0.000    0.000    0.000 contextlib.py:379(__enter__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1215(__init__)
       66    0.000    0.000    0.000    0.000 base.py:692(_constructor)
        2    0.000    0.000    0.000    0.000 cloudpickle_fast.py:598(_function_getnewargs)
       15    0.000    0.000    0.000    0.000 threading.py:259(__exit__)
      128    0.000    0.000    0.000    0.000 numeric.py:2384(_array_equal_dispatcher)
        2    0.000    0.000    0.000    0.000 cloudpickle_fast.py:139(_function_getstate)
        6    0.000    0.000    0.000    0.000 zipfile.py:343(__init__)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
       65    0.000    0.000    0.000    0.000 missing.py:107(clean_fill_method)
       96    0.000    0.000    0.000    0.000 managers.py:1257(<genexpr>)
       30    0.000    0.000    0.000    0.000 threading.py:1109(ident)
        2    0.000    0.000    0.000    0.000 generic.py:5650(f)
       21    0.000    0.000    0.000    0.000 encoder.py:160(default)
        3    0.000    0.000    0.000    0.000 base_parser.py:1289(_is_potential_multi_index)
        1    0.000    0.000    0.000    0.000 missing.py:227(_isna_array)
       15    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
       65    0.000    0.000    0.000    0.000 series.py:523(_constructor)
        5    0.000    0.000    0.000    0.000 weakref.py:415(__getitem__)
        2    0.000    0.000    0.000    0.000 container.py:328(__setitem__)
        1    0.000    0.000    0.000    0.000 readers.py:941(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 _asarray.py:111(<setcomp>)
       61    0.000    0.000    0.000    0.000 threading.py:536(is_set)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 missing.py:268(_isna_string_dtype)
        1    0.000    0.000    0.000    0.000 missing.py:495(_array_equivalent_object)
       15    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)
       15    0.000    0.000    0.000    0.000 callbacks.py:96(on_rollout_end)
       65    0.000    0.000    0.000    0.000 base.py:1124(_maybe_disallow_fill)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       33    0.000    0.000    0.000    0.000 managers.py:217(is_single_block)
       62    0.000    0.000    0.000    0.000 arrayprint.py:1231(__call__)
      105    0.000    0.000    0.000    0.000 fromnumeric.py:3351(_mean_dispatcher)
       15    0.000    0.000    0.000    0.000 threading.py:265(_release_save)
        1    0.000    0.000    0.000    0.000 data_pipeline.py:28(namelist)
      130    0.000    0.000    0.000    0.000 base.py:326(ndim)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
       52    0.000    0.000    0.000    0.000 hooks.py:54(warn_if_has_hooks)
        1    0.000    0.000    0.000    0.000 optimizer.py:139(<listcomp>)
        1    0.000    0.000    0.000    0.000 env_util.py:27(is_wrapped)
        1    0.000    0.000    0.000    0.000 base_class.py:277(_setup_lr_schedule)
        3    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
       52    0.000    0.000    0.000    0.000 storage.py:619(pickle_storage_type)
        1    0.000    0.000    0.000    0.000 dummy_vec_env.py:31(<listcomp>)
       16    0.000    0.000    0.000    0.000 buffers.py:94(reset)
       66    0.000    0.000    0.000    0.000 function.py:49(__call__)
       64    0.000    0.000    0.000    0.000 blocks.py:244(mgr_locs)
        1    0.000    0.000    0.000    0.000 optimizer.py:131(pack_group)
        1    0.000    0.000    0.000    0.000 base_parser.py:610(_set_noconvert_dtype_columns)
        1    0.000    0.000    0.000    0.000 common.py:462(get_compression_method)
        1    0.000    0.000    0.000    0.000 parse.py:437(urlsplit)
       32    0.000    0.000    0.000    0.000 cast.py:2187(np_can_hold_element)
        1    0.000    0.000    0.000    0.000 common.py:1198(is_numeric_dtype)
       61    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:77(is_available)
        2    0.000    0.000    0.000    0.000 preprocessing.py:202(check_for_nested_spaces)
       28    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
       32    0.000    0.000    0.000    0.000 managers.py:2111(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       14    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 env_checker.py:54(_check_unsupported_spaces)
       19    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        2    0.000    0.000    0.000    0.000 common.py:195(stringify_path)
        1    0.000    0.000    0.000    0.000 typing.py:719(__instancecheck__)
        1    0.000    0.000    0.000    0.000 construction.py:494(<listcomp>)
        1    0.000    0.000    0.000    0.000 logger.py:139(__init__)
        1    0.000    0.000    0.000    0.000 random.py:791(getrandbits)
        3    0.000    0.000    0.000    0.000 serialization.py:228(_open_file_like)
        4    0.000    0.000    0.000    0.000 {method 't_' of 'torch._C._TensorBase' objects}
      104    0.000    0.000    0.000    0.000 {method 'nbytes' of 'torch._C.StorageBase' objects}
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:434(__exit__)
       32    0.000    0.000    0.000    0.000 range.py:241(start)
       10    0.000    0.000    0.000    0.000 arrayprint.py:403(_get_formatdict)
        1    0.000    0.000    0.000    0.000 common.py:497(infer_compression)
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       52    0.000    0.000    0.000    0.000 {method 'stride' of 'torch._C._TensorBase' objects}
       29    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       52    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C._TensorBase' objects}
       21    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
      3/1    0.000    0.000    0.000    0.000 preprocessing.py:134(get_obs_shape)
        2    0.000    0.000    0.000    0.000 posixpath.py:71(join)
       18    0.000    0.000    0.000    0.000 zipfile.py:454(_encodeFilenameFlags)
       52    0.000    0.000    0.000    0.000 {method '_storage' of 'torch._C._TensorBase' objects}
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:131(geterr)
        1    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
        1    0.000    0.000    0.000    0.000 time_limit.py:5(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       21    0.000    0.000    0.000    0.000 module.py:1211(remove_from)
        2    0.000    0.000    0.000    0.000 save_util.py:24(recursive_getattr)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:39(__enter__)
       64    0.000    0.000    0.000    0.000 base.py:6022(_is_comparable_dtype)
       47    0.000    0.000    0.000    0.000 base_environment.py:207(<lambda>)
        1    0.000    0.000    0.000    0.000 save_util.py:178(open_path)
        1    0.000    0.000    0.000    0.000 logger.py:438(__init__)
        6    0.000    0.000    0.000    0.000 zipfile.py:1105(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.000    0.000 copy.py:263(<genexpr>)
       46    0.000    0.000    0.000    0.000 utils.py:128(func)
       52    0.000    0.000    0.000    0.000 {method 'has_names' of 'torch._C._TensorBase' objects}
       64    0.000    0.000    0.000    0.000 fromnumeric.py:1751(_ravel_dispatcher)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:45(__init__)
       55    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        4    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
       64    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       54    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:47(is_vecenv_wrapped)
        1    0.000    0.000    0.000    0.000 common.py:239(is_fsspec_url)
       32    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 common.py:115(ensure_python_int)
        2    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 generic.py:514(_construct_axes_from_arguments)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3619(_var_dispatcher)
        2    0.000    0.000    0.000    0.000 posixpath.py:100(split)
        2    0.000    0.000    0.000    0.000 utils.py:25(flatdim_box_multibinary)
       15    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 encoder.py:259(_make_iterencode)
        1    0.000    0.000    0.000    0.000 common.py:201(all_none)
        2    0.000    0.000    0.000    0.000 managers.py:618(consolidate)
        1    0.000    0.000    0.000    0.000 platform.py:1124(python_version)
       52    0.000    0.000    0.000    0.000 {method 'storage_offset' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 syspathcontext.py:48(__enter__)
        1    0.000    0.000    0.000    0.000 os.py:771(getenv)
       64    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       64    0.000    0.000    0.000    0.000 function_base.py:5333(_append_dispatcher)
       25    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       32    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
       62    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 readers.py:1429(_refine_defaults_read)
        1    0.000    0.000    0.000    0.000 platform.py:1007(_sys_version)
       32    0.000    0.000    0.000    0.000 numeric.py:1466(<listcomp>)
      7/5    0.000    0.000    0.000    0.000 core.py:258(observation_space)
       47    0.000    0.000    0.000    0.000 base_environment.py:204(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method now}
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        2    0.000    0.000    0.000    0.000 base.py:5278(<genexpr>)
        2    0.000    0.000    0.000    0.000 utils.py:77(get_schedule_fn)
        1    0.000    0.000    0.000    0.000 optimizer.py:141(<dictcomp>)
       24    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       47    0.000    0.000    0.000    0.000 base_environment.py:206(<lambda>)
        1    0.000    0.000    0.000    0.000 platform.py:947(version)
       32    0.000    0.000    0.000    0.000 function_base.py:4954(_delete_dispatcher)
        3    0.000    0.000    0.000    0.000 common.py:155(_expand_user)
        6    0.000    0.000    0.000    0.000 zipfile.py:1701(_writecheck)
       32    0.000    0.000    0.000    0.000 range.py:264(stop)
       33    0.000    0.000    0.000    0.000 __init__.py:932(__missing__)
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:760(get)
        2    0.000    0.000    0.000    0.000 cloudpickle.py:318(_extract_code_globals)
        1    0.000    0.000    0.000    0.000 optimizer.py:99(_hook_for_profile)
        2    0.000    0.000    0.000    0.000 readers.py:486(validate_integer)
       66    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        4    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       52    0.000    0.000    0.000    0.000 storage.py:433(_untyped)
        4    0.000    0.000    0.000    0.000 pathlib.py:742(__str__)
       19    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       21    0.000    0.000    0.000    0.000 {method 'is_floating_point' of 'torch._C._TensorBase' objects}
        6    0.000    0.000    0.000    0.000 serialization.py:193(_is_path)
       32    0.000    0.000    0.000    0.000 generic.py:4060(_check_inplace_and_allows_duplicate_labels)
       40    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       21    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 optimizer.py:134(<dictcomp>)
        6    0.000    0.000    0.000    0.000 env_checker.py:12(_is_numpy_array_space)
       32    0.000    0.000    0.000    0.000 function_base.py:5139(_insert_dispatcher)
       32    0.000    0.000    0.000    0.000 indexing.py:2468(need_slice)
       32    0.000    0.000    0.000    0.000 range.py:287(step)
        2    0.000    0.000    0.000    0.000 cloudpickle_fast.py:245(_code_reduce)
        1    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 preprocessing.py:155(<dictcomp>)
