         3297113 function calls (3264112 primitive calls) in 2.553 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:289(_validate_color_or_linecolor)
        1    0.000    0.000    0.000    0.000 sampler.py:160(WeightedRandomSampler)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
       37    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
       11    0.000    0.000    0.000    0.000 init.py:530(_make_deprecate)
       48    0.000    0.000    0.000    0.000 dataclasses.py:597(_is_classvar)
        1    0.000    0.000    0.000    0.000 core.py:3929(__init__)
        1    0.000    0.000    0.000    0.000 dataset.py:61(IterableDataset)
        2    0.000    0.000    0.000    0.000 metadata.py:212(<genexpr>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _state.py:18(__init__)
        1    0.000    0.000    0.000    0.000 _script.py:1506(_ScriptProfileTable)
        1    0.000    0.000    0.000    0.000 core.py:693(add_condition)
       81    0.000    0.000    0.000    0.000 overrides.py:110(set_module)
        1    0.000    0.000    0.000    0.000 dist.py:112(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:857(__init__)
      136    0.000    0.000    0.000    0.000 enum.py:551(<lambda>)
        1    0.000    0.000    0.000    0.000 ast.py:79(_convert)
        2    0.000    0.000    0.000    0.000 rcsetup.py:259(_validate_toolbar)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        1    0.000    0.000    0.000    0.000 sgd.py:7(SGD)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 core.py:1623(__getitem__)
        1    0.000    0.000    0.000    0.000 adagrad.py:8(Adagrad)
        1    0.000    0.000    0.000    0.000 Image.py:3425(_apply_env_variables)
        2    0.000    0.000    0.000    0.000 locale.py:577(getlocale)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 signal_handling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:236(ELEMENTWISE_PRIM_TYPE_PROMOTION_KIND)
        1    0.000    0.000    0.000    0.000 _mathtext.py:223(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 subproc_vec_env.py:63(SubprocVecEnv)
        1    0.000    0.000    0.000    0.000 ezpickle.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:3759(And)
        2    0.000    0.000    0.000    0.000 exceptions.py:19(ParseBaseException)
        1    0.000    0.000    0.000    0.000 dist.py:388(Distribution)
        1    0.000    0.000    0.000    0.000 independent.py:7(Independent)
       44    0.000    0.000    0.000    0.000 functools.py:420(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 radam.py:9(RAdam)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:16(<module>)
       17    0.000    0.000    0.000    0.000 base.py:436(register)
        1    0.000    0.000    0.000    0.000 sampler.py:64(SequentialSampler)
        6    0.000    0.000    0.000    0.000 _jit_internal.py:785(get_class_name_lineno)
        1    0.000    0.000    0.000    0.000 patches.py:1041(Polygon)
      162    0.000    0.000    0.000    0.000 expr.py:256(_node_not_implemented)
       15    0.000    0.000    0.000    0.000 deprecation.py:244(__init__)
        1    0.000    0.000    0.000    0.000 nadam.py:8(NAdam)
        1    0.000    0.000    0.000    0.000 ssl.py:468(Purpose)
       16    0.000    0.000    0.000    0.000 getlimits.py:671(max)
        1    0.000    0.000    0.000    0.000 adamw.py:8(AdamW)
        1    0.000    0.000    0.000    0.000 art3d.py:74(Text3D)
        1    0.000    0.000    0.000    0.000 _mangling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:119(CudnnModule)
        2    0.000    0.000    0.000    0.000 core.py:3299(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 sql.py:1367(SQLDatabase)
        1    0.000    0.000    0.000    0.000 _state.py:23(parse_env)
       26    0.000    0.000    0.000    0.000 enum.py:715(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 config.py:109(_get_single_key)
       26    0.000    0.000    0.000    0.000 _typing.py:474(IteratorDecorator)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
       11    0.000    0.000    0.000    0.000 results.py:418(__getattr__)
        1    0.000    0.000    0.000    0.000 core.py:324(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 quiver.py:208(QuiverKey)
       18    0.000    0.000    0.000    0.000 transforms.py:53(_make_str_method)
        1    0.000    0.000    0.000    0.000 dirichlet.py:15(_Dirichlet)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:16(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       79    0.000    0.000    0.000    0.000 core.py:3629(recurse)
        2    0.000    0.000    0.000    0.000 core.py:3528(__init__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:17(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(<module>)
       72    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       59    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       20    0.000    0.000    0.000    0.000 config.py:834(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1807(Circle)
        1    0.000    0.000    0.000    0.000 events.py:609(BaseDefaultEventLoopPolicy)
        2    0.000    0.000    0.000    0.000 core.py:2278(__init__)
        1    0.000    0.000    0.000    0.000 archive_util.py:1(<module>)
      129    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       56    0.000    0.000    0.000    0.000 _decorators.py:438(__init__)
        1    0.000    0.000    0.000    0.000 _misc.py:511(_Options)
        5    0.000    0.000    0.000    0.000 typing.py:958(__hash__)
        1    0.000    0.000    0.000    0.000 twodim_base.py:161(eye)
        1    0.000    0.000    0.000    0.000 activation.py:11(MultiheadAttention)
        1    0.000    0.000    0.000    0.000 atomic_write.py:3(<module>)
        1    0.000    0.000    0.000    0.000 info.py:732(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 transforms.py:686(Bbox)
       27    0.000    0.000    0.000    0.000 dataclasses.py:353(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataframe_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _enums.py:17(_AutoStringNameEnum)
        4    0.000    0.000    0.000    0.000 core.py:961(reset_cache)
        1    0.000    0.000    0.000    0.000 parametrizations.py:284(_SpectralNorm)
      119    0.000    0.000    0.000    0.000 expr.py:196(<lambda>)
        6    0.000    0.000    0.000    0.000 __init__.py:250(_logged_cached)
        1    0.000    0.000    0.000    0.000 callbacks.py:14(BaseCallback)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
       79    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 patches.py:1138(Wedge)
        1    0.000    0.000    0.000    0.000 quiver.py:872(Barbs)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        2    0.000    0.000    0.000    0.000 util.py:12(__config_flags)
       19    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1597(Annotation)
       21    0.000    0.000    0.000    0.000 core.py:2347(parseImpl)
        1    0.000    0.000    0.000    0.000 geometric.py:10(Geometric)
        1    0.000    0.000    0.000    0.000 expr.py:341(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 _common.py:152(BatteryTime)
       14    0.000    0.000    0.000    0.000 __init__.py:3243(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
       52    0.000    0.000    0.000    0.000 common.py:18(unpack_zerodim_and_defer)
       37    0.000    0.000    0.000    0.000 inspect.py:286(isbuiltin)
        1    0.000    0.000    0.000    0.000 core.py:322(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
        9    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
       10    0.000    0.000    0.000    0.000 core.py:5721(token_map)
        1    0.000    0.000    0.000    0.000 __init__.py:929(PathDistribution)
        1    0.000    0.000    0.000    0.000 logging.py:1(<module>)
       18    0.000    0.000    0.000    0.000 pickletools.py:961(__init__)
        1    0.000    0.000    0.000    0.000 rmsprop.py:7(RMSprop)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       79    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 ops.py:636(BaseGrouper)
       43    0.000    0.000    0.000    0.000 __init__.py:1761(_str_equal)
        1    0.000    0.000    0.000    0.000 _serialization.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:194(_add_array_type)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:174(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:970(CatTransform)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        2    0.000    0.000    0.000    0.000 core.py:6636(__init__)
        1    0.000    0.000    0.000    0.000 floating.py:180(FloatingArray)
        1    0.000    0.000    0.000    0.000 asgd.py:9(ASGD)
        1    0.000    0.000    0.000    0.000 css.py:30(CSSResolver)
       40    0.000    0.000    0.000    0.000 colors.py:282(<genexpr>)
        1    0.000    0.000    0.000    0.000 ddpg.py:13(DDPG)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:120(Blend)
        4    0.000    0.000    0.000    0.000 legend_handler.py:187(__init__)
        1    0.000    0.000    0.000    0.000 linear.py:7(LinearPackedParams)
        1    0.000    0.000    0.000    0.000 __init__.py:22(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:282(DeprecatedList)
       54    0.000    0.000    0.000    0.000 __init__.py:269(_merge)
        1    0.000    0.000    0.000    0.000 __init__.py:133(script_if_tracing)
       31    0.000    0.000    0.000    0.000 numeric.py:1859(isscalar)
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clip_grad.py:1(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:665(__neg__)
       50    0.000    0.000    0.000    0.000 core.py:675(<genexpr>)
       20    0.000    0.000    0.000    0.000 config.py:835(<listcomp>)
       78    0.000    0.000    0.000    0.000 _internal.py:826(<genexpr>)
        1    0.000    0.000    0.000    0.000 policies.py:673(ActorCriticCnnPolicy)
       48    0.000    0.000    0.000    0.000 dataclasses.py:605(_is_initvar)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 apply.py:105(Apply)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.000    0.000 _replicated_tensor_ddp_utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 context.py:183(passes)
        1    0.000    0.000    0.000    0.000 closer.py:33(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:905(PathPatch)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        3    0.000    0.000    0.000    0.000 typing.py:694(__mro_entries__)
        1    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
        1    0.000    0.000    0.000    0.000 policies.py:377(CnnPolicy)
       31    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       21    0.000    0.000    0.000    0.000 fancy_getopt.py:440(translate_longopt)
        1    0.000    0.000    0.000    0.000 _crash_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:791(getrandbits)
        2    0.000    0.000    0.000    0.000 _utils_internal.py:22(get_file_path)
        1    0.000    0.000    0.000    0.000 lbfgs.py:183(LBFGS)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:10(LogitRelaxedBernoulli)
      138    0.000    0.000    0.000    0.000 core.py:772(postParse)
        1    0.000    0.000    0.000    0.000 unicode.py:130(BasicMultilingualPlane)
       35    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 ewm.py:864(OnlineExponentialMovingWindow)
        2    0.000    0.000    0.000    0.000 __init__.py:37(FoldedCase)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:681(add_parse_action)
       17    0.000    0.000    0.000    0.000 dtypes.py:300(construct_from_string)
        9    0.000    0.000    0.000    0.000 _torch_docs.py:22(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:704(DistributionFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:732(DistributionFinder)
       12    0.000    0.000    0.000    0.000 _VF.py:25(__getattr__)
        7    0.000    0.000    0.000    0.000 legend_handler.py:144(__init__)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
       11    0.000    0.000    0.000    0.000 dataclasses.py:507(<dictcomp>)
        1    0.000    0.000    0.000    0.000 metadata.py:378(DistributionFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:780(FastPath)
        1    0.000    0.000    0.000    0.000 __config__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 core.py:2946(_update_from)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bench_detailed.py:1(<module>)
       36    0.000    0.000    0.000    0.000 dataclasses.py:404(_field_assign)
        1    0.000    0.000    0.000    0.000 _decomposition_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 pytables.py:3250(Table)
       39    0.000    0.000    0.000    0.000 _jit_internal.py:466(export)
        1    0.000    0.000    0.000    0.000 conv.py:32(_ConvNd)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1491(_SpecialForm)
        1    0.000    0.000    0.000    0.000 flags.py:4(Flags)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
        3    0.000    0.000    0.000    0.000 _ops.py:184(__init__)
        1    0.000    0.000    0.000    0.000 events.py:204(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 patches.py:1461(CirclePolygon)
        1    0.000    0.000    0.000    0.000 __init__.py:188(<dictcomp>)
       26    0.000    0.000    0.000    0.000 _jit_internal.py:756(is_pass)
       13    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 re.py:331(filter)
        1    0.000    0.000    0.000    0.000 registration.py:111(EnvRegistry)
        1    0.000    0.000    0.000    0.000 selector_events.py:43(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 linalg.py:111(_makearray)
        1    0.000    0.000    0.000    0.000 discovery.py:192(FlatLayoutPackageFinder)
        1    0.000    0.000    0.000    0.000 _stdlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:78(TqdmDefaultWriteLock)
       10    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:254(DeprecatedList)
        5    0.000    0.000    0.000    0.000 __init__.py:214(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:20(<module>)
        3    0.000    0.000    0.000    0.000 legend_handler.py:453(__init__)
        3    0.000    0.000    0.000    0.000 core.py:683(add_parse_action)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
       11    0.000    0.000    0.000    0.000 util.py:223(<listcomp>)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        2    0.000    0.000    0.000    0.000 methods.py:116(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy_.py:29(PandasArray)
        2    0.000    0.000    0.000    0.000 __init__.py:17(_deprecation_notice)
        1    0.000    0.000    0.000    0.000 array_manager.py:100(BaseArrayManager)
        1    0.000    0.000    0.000    0.000 mixture_same_family.py:8(MixtureSameFamily)
        1    0.000    0.000    0.000    0.000 {built-in method psutil._psutil_osx.cpu_times}
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:504(__subclasshook__)
        1    0.000    0.000    0.000    0.000 policies.py:748(MultiInputActorCriticPolicy)
        1    0.000    0.000    0.000    0.000 blocks.py:1895(ObjectBlock)
        1    0.000    0.000    0.000    0.000 conv.py:955(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        2    0.000    0.000    0.000    0.000 utils.py:167(detect_number_of_cores)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(zeros_like)
        1    0.000    0.000    0.000    0.000 _digraph.py:5(DiGraph)
        1    0.000    0.000    0.000    0.000 Image.py:200(Palette)
       43    0.000    0.000    0.000    0.000 _decorators.py:260(deprecate_nonkeyword_arguments)
      104    0.000    0.000    0.000    0.000 docstring.py:90(copy)
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:198(set_testing_mode)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
       26    0.000    0.000    0.000    0.000 inspect.py:511(_is_wrapper)
        2    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 frontend.py:654(ExprBuilder)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 collections.py:1858(TriMesh)
       32    0.000    0.000    0.000    0.000 __init__.py:1772(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 collections.py:1722(EllipseCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:160(Line3D)
        1    0.000    0.000    0.000    0.000 conv.py:800(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:121(_add_integer_aliases)
        2    0.000    0.000    0.000    0.000 context.py:156(raises)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 function.py:394(once_differentiable)
        1    0.000    0.000    0.000    0.000 _builtins.py:114(_gen_torch_functional_registered_ops)
       88    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        9    0.000    0.000    0.000    0.000 deprecation.py:469(deprecate_method_override)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 multi.py:190(names_compat)
        1    0.000    0.000    0.000    0.000 format.py:554(DataFrameFormatter)
       42    0.000    0.000    0.000    0.000 core.py:673(<genexpr>)
       11    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        1    0.000    0.000    0.000    0.000 a2c.py:13(A2C)
        1    0.000    0.000    0.000    0.000 __init__.py:43(enabled)
        1    0.000    0.000    0.000    0.000 conv.py:669(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 parameter.py:73(UninitializedTensorMixin)
        3    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 setupcfg.py:560(ConfigOptionsHandler)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:488(HDFStore)
       14    0.000    0.000    0.000    0.000 plistlib.py:186(handle_begin_element)
        1    0.000    0.000    0.000    0.000 pathlib.py:653(PurePath)
        1    0.000    0.000    0.000    0.000 sparse_adam.py:6(SparseAdam)
        1    0.000    0.000    0.000    0.000 policies.py:248(CnnPolicy)
        1    0.000    0.000    0.000    0.000 rnn.py:507(GRU)
        1    0.000    0.000    0.000    0.000 ssl.py:475(SSLContext)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 _methods.py:46(_sum)
        1    0.000    0.000    0.000    0.000 policies.py:448(MultiInputPolicy)
        1    0.000    0.000    0.000    0.000 callbacks.py:268(EvalCallback)
        1    0.000    0.000    0.000    0.000 reduce.py:1(<module>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:948(_sanity_check)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1452(find_distributions)
       11    0.000    0.000    0.000    0.000 dataclasses.py:543(<listcomp>)
       26    0.000    0.000    0.000    0.000 tokenize.py:612(generate_tokens)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        7    0.000    0.000    0.000    0.000 core.py:2550(_arraymethod)
        1    0.000    0.000    0.000    0.000 _trace.py:1122(_script_if_tracing)
        1    0.000    0.000    0.000    0.000 defchararray.py:1804(chararray)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:650(LOBPCG)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        1    0.000    0.000    0.000    0.000 __init__.py:752(FastPath)
        1    0.000    0.000    0.000    0.000 observer.py:557(PerChannelMinMaxObserver)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
       20    0.000    0.000    0.000    0.000 _text.py:90(lower)
       11    0.000    0.000    0.000    0.000 dataclasses.py:300(__init__)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2699(_Base)
        1    0.000    0.000    0.000    0.000 rnn.py:13(LSTMCell)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1233(_get_parent_path)
        1    0.000    0.000    0.000    0.000 numeric.py:76(zeros_like)
        1    0.000    0.000    0.000    0.000 polar.py:762(PolarAxes)
        2    0.000    0.000    0.000    0.000 tags.py:42(Tag)
        1    0.000    0.000    0.000    0.000 transforms.py:203(_InverseTransform)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
       39    0.000    0.000    0.000    0.000 plistlib.py:197(handle_data)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       12    0.000    0.000    0.000    0.000 __init__.py:2402(_is_unpacked_egg)
       17    0.000    0.000    0.000    0.000 core.py:4773(stopOn)
        1    0.000    0.000    0.000    0.000 policies.py:302(MultiInputPolicy)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 getlimits.py:305(_get_machar)
        1    0.000    0.000    0.000    0.000 __init__.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 std.py:69(TRLock)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 requirements.py:64(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:114(__diag__)
       18    0.000    0.000    0.000    0.000 __init__.py:1224(__init__)
        6    0.000    0.000    0.000    0.000 rcsetup.py:174(_make_type_validator)
        1    0.000    0.000    0.000    0.000 ast.py:71(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 sparse.py:221(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        2    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
        9    0.000    0.000    0.000    0.000 _torch_docs.py:23(<listcomp>)
        1    0.000    0.000    0.000    0.000 quantization_mappings.py:2(<module>)
        1    0.000    0.000    0.000    0.000 core.py:112(__diag__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        1    0.000    0.000    0.000    0.000 dtype.py:42(SparseDtype)
        1    0.000    0.000    0.000    0.000 __init__.py:2218(_make_class_factory)
        1    0.000    0.000    0.000    0.000 process.py:393(__init__)
        1    0.000    0.000    0.000    0.000 spaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convert_parameters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 policies.py:88(DQNPolicy)
        1    0.000    0.000    0.000    0.000 __init__.py:504(Distribution)
        1    0.000    0.000    0.000    0.000 pareto.py:8(Pareto)
        1    0.000    0.000    0.000    0.000 functional_modules.py:127(QFunctional)
       15    0.000    0.000    0.000    0.000 ssl.py:966(_sslcopydoc)
        5    0.000    0.000    0.000    0.000 getlimits.py:658(min)
        1    0.000    0.000    0.000    0.000 threading.py:528(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:106(__version__)
        1    0.000    0.000    0.000    0.000 sql.py:1991(SQLiteDatabase)
       11    0.000    0.000    0.000    0.000 functools.py:354(__init__)
        2    0.000    0.000    0.000    0.000 core.py:5117(Forward)
        1    0.000    0.000    0.000    0.000 apply.py:975(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 font_manager.py:1028(FontManager)
       35    0.000    0.000    0.000    0.000 observer.py:19(__init__)
       60    0.000    0.000    0.000    0.000 results.py:17(__getitem__)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
       99    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 grouper.py:58(Grouper)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        1    0.000    0.000    0.000    0.000 __init__.py:532(Distribution)
        2    0.000    0.000    0.000    0.000 generic.py:11454(_doc_params)
        1    0.000    0.000    0.000    0.000 backend_managers.py:33(ToolManager)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
        1    0.000    0.000    0.000    0.000 transformer.py:483(TransformerDecoderLayer)
        9    0.000    0.000    0.000    0.000 core.py:3532(parseImpl)
       13    0.000    0.000    0.000    0.000 results.py:247(__iter__)
        5    0.000    0.000    0.000    0.000 constraints.py:192(__init__)
        1    0.000    0.000    0.000    0.000 align.py:65(_filter_special_cases)
        5    0.000    0.000    0.000    0.000 typing.py:249(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 setupcfg.py:177(ConfigHandler)
        1    0.000    0.000    0.000    0.000 conv.py:97(Conv1d)
        1    0.000    0.000    0.000    0.000 dviread.py:773(PsfontsMap)
       59    0.000    0.000    0.000    0.000 typing.py:947(<genexpr>)
       10    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _script.py:563(RecursiveScriptModule)
        1    0.000    0.000    0.000    0.000 vec_video_recorder.py:11(VecVideoRecorder)
        1    0.000    0.000    0.000    0.000 observer.py:1272(RecordingObserver)
