         3297113 function calls (3264112 primitive calls) in 2.553 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.004    0.004 _odswriter.py:1(<module>)
       64    0.001    0.000    0.004    0.000 util.py:182(_collapse_string_to_ranges)
     3246    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:112(release)
        2    0.000    0.000    0.004    0.002 format.py:1(<module>)
        1    0.000    0.000    0.004    0.004 find_first_use_of_broken_modules.py:1(<module>)
       20    0.000    0.000    0.004    0.000 core.py:5392(__init__)
       11    0.000    0.000    0.004    0.000 dataclasses.py:1012(wrap)
       11    0.000    0.000    0.004    0.000 dataclasses.py:809(_process_class)
      156    0.000    0.000    0.004    0.000 typing.py:472(Optional)
        1    0.000    0.000    0.004    0.004 font_manager.py:1(<module>)
     1233    0.003    0.000    0.004    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.004    0.004 spines.py:1(<module>)
      478    0.000    0.000    0.004    0.000 __init__.py:1417(_get_metadata_path)
      700    0.002    0.000    0.004    0.000 __init__.py:691(add)
      964    0.001    0.000    0.004    0.000 typing.py:677(__init__)
       18    0.000    0.000    0.004    0.000 tokenize.py:388(open)
     1277    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
    61/17    0.000    0.000    0.004    0.000 core.py:4379(leave_whitespace)
      721    0.001    0.000    0.004    0.000 pathlib.py:682(_parse_args)
        1    0.000    0.000    0.004    0.004 artist.py:1(<module>)
        1    0.000    0.000    0.004    0.004 plistlib.py:1(<module>)
        1    0.000    0.000    0.004    0.004 secrets.py:1(<module>)
      167    0.004    0.000    0.004    0.000 {built-in method builtins.compile}
      478    0.000    0.000    0.004    0.000 __init__.py:1496(_fn)
     1671    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:696(spec_from_file_location)
      158    0.004    0.000    0.004    0.000 {built-in method posix.getcwd}
      350    0.000    0.000    0.004    0.000 metadata.py:435(joinpath)
        1    0.000    0.000    0.004    0.004 package_exporter.py:1(<module>)
        2    0.000    0.000    0.004    0.002 shape_base.py:1(<module>)
        1    0.000    0.000    0.004    0.004 pyprojecttoml.py:1(<module>)
      363    0.000    0.000    0.004    0.000 pathlib.py:1079(__new__)
        1    0.000    0.000    0.004    0.004 dist.py:1(<module>)
        1    0.000    0.000    0.004    0.004 cli.py:1(<module>)
        1    0.000    0.000    0.004    0.004 backend_tools.py:1(<module>)
        1    0.000    0.000    0.004    0.004 base_vec_env.py:1(<module>)
        1    0.000    0.000    0.004    0.004 subprocess.py:10(<module>)
     2885    0.000    0.000    0.004    0.000 abc.py:117(__instancecheck__)
    44467    0.004    0.000    0.004    0.000 {method 'group' of 're.Match' objects}
       26    0.000    0.000    0.004    0.000 inspect.py:809(findsource)
      301    0.001    0.000    0.004    0.000 sre_compile.py:560(_compile_info)
        1    0.000    0.000    0.004    0.004 frontend.py:1(<module>)
        2    0.000    0.000    0.004    0.002 __init__.py:154(_lazy_call)
        2    0.000    0.000    0.003    0.002 traceback.py:193(format_stack)
        1    0.000    0.000    0.003    0.003 shutil.py:1(<module>)
        1    0.000    0.000    0.003    0.003 readers.py:1(<module>)
    19853    0.003    0.000    0.003    0.000 inspect.py:159(isfunction)
      363    0.000    0.000    0.003    0.000 pathlib.py:702(_from_parts)
       18    0.000    0.000    0.003    0.000 tokenize.py:295(detect_encoding)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
        1    0.000    0.000    0.003    0.003 expressions.py:11(<module>)
    13917    0.002    0.000    0.003    0.000 sre_parse.py:165(__getitem__)
        1    0.000    0.000    0.003    0.003 _comparison.py:1(<module>)
     3261    0.002    0.000    0.003    0.000 {built-in method builtins.max}
     2885    0.000    0.000    0.003    0.000 {built-in method _abc._abc_instancecheck}
     1451    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:160(__exit__)
      847    0.001    0.000    0.003    0.000 copy.py:66(copy)
        1    0.000    0.000    0.003    0.003 dataloader_experimental.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _mathtext.py:1(<module>)
 3498/554    0.000    0.000    0.003    0.000 abc.py:121(__subclasscheck__)
       11    0.000    0.000    0.003    0.000 core.py:1076(parse_string)
       47    0.000    0.000    0.003    0.000 __init__.py:1294(_add_data_doc)
       25    0.000    0.000    0.003    0.000 tokenize.py:319(read_or_stop)
        3    0.000    0.000    0.003    0.001 _version.py:7(<module>)
    55744    0.003    0.000    0.003    0.000 {method 'rstrip' of 'str' objects}
       25    0.003    0.000    0.003    0.000 {method 'readline' of '_io.BufferedReader' objects}
     1294    0.001    0.000    0.003    0.000 {built-in method builtins.any}
     2184    0.002    0.000    0.003    0.000 inspect.py:535(_findclass)
      183    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1606(path_hook_for_FileFinder)
        1    0.000    0.000    0.003    0.003 reduction.py:10(<module>)
 3498/554    0.003    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
      316    0.000    0.000    0.003    0.000 overrides.py:170(decorator)
        1    0.000    0.000    0.003    0.003 __init__.py:969(Environment)
        1    0.000    0.000    0.003    0.003 __init__.py:174(get_supported_platform)
     2183    0.000    0.000    0.003    0.000 typing.py:128(_type_convert)
     1425    0.000    0.000    0.003    0.000 typing.py:466(<genexpr>)
        1    0.000    0.000    0.003    0.003 cm.py:39(_gen_cmap_registry)
        1    0.000    0.000    0.003    0.003 expr.py:1(<module>)
        3    0.000    0.000    0.003    0.001 linear_relu.py:1(<module>)
 2459/686    0.002    0.000    0.003    0.000 sre_parse.py:175(getwidth)
        2    0.000    0.000    0.003    0.001 methods.py:46(add_flex_arithmetic_methods)
        2    0.000    0.000    0.003    0.001 sysconfig.py:618(get_platform)
      183    0.001    0.000    0.003    0.000 <frozen zipimport>:63(__init__)
        1    0.000    0.000    0.003    0.003 __init__.py:384(get_build_platform)
        2    0.000    0.000    0.003    0.001 methods.py:71(_create_methods)
    42909    0.003    0.000    0.003    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.003    0.003 _apply_pyprojecttoml.py:1(<module>)
    43534    0.003    0.000    0.003    0.000 {method 'pop' of 'list' objects}
        2    0.000    0.000    0.003    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.003    0.003 objects.py:1(<module>)
      428    0.000    0.000    0.003    0.000 rcsetup.py:310(validate_color)
       20    0.000    0.000    0.003    0.000 typing.py:1866(__new__)
      724    0.002    0.000    0.003    0.000 pathlib.py:64(parse_parts)
        1    0.000    0.000    0.003    0.003 generic.py:198(NDFrame)
        1    0.000    0.000    0.003    0.003 bernoulli.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ddpg.py:1(<module>)
        1    0.000    0.000    0.003    0.003 fromnumeric.py:1(<module>)
       46    0.000    0.000    0.003    0.000 dataclasses.py:377(_create_fn)
     2108    0.000    0.000    0.003    0.000 __init__.py:2077(<genexpr>)
      478    0.000    0.000    0.003    0.000 __init__.py:1502(_validate_resource_path)
        1    0.000    0.000    0.003    0.003 hashlib.py:5(<module>)
     6274    0.001    0.000    0.003    0.000 typing.py:665(_is_dunder)
    70/12    0.000    0.000    0.003    0.000 core.py:3816(streamline)
    17405    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
        1    0.000    0.000    0.003    0.003 sparse_adam.py:1(<module>)
       20    0.000    0.000    0.003    0.000 typing.py:1846(_make_nmtuple)
      762    0.001    0.000    0.003    0.000 version.py:293(__str__)
      144    0.001    0.000    0.003    0.000 deprecation.py:133(deprecate)
      145    0.000    0.000    0.003    0.000 typing.py:909(__getitem__)
     9646    0.002    0.000    0.003    0.000 inspect.py:514(_is_wrapper)
        6    0.000    0.000    0.003    0.000 _jit_internal.py:814(_overload_method)
       18    0.000    0.000    0.003    0.000 rcsetup.py:390(validate_font_properties)
      137    0.000    0.000    0.003    0.000 rcsetup.py:88(f)
        1    0.000    0.000    0.003    0.003 socket.py:4(<module>)
        9    0.000    0.000    0.003    0.000 fontconfig_pattern.py:119(parse)
        2    0.000    0.000    0.003    0.001 functools.py:1(<module>)
     3831    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        3    0.000    0.000    0.003    0.001 ops.py:1(<module>)
       11    0.000    0.000    0.003    0.000 dataclasses.py:998(dataclass)
   260/11    0.001    0.000    0.003    0.000 core.py:776(_parseNoCache)
        1    0.000    0.000    0.003    0.003 _functional.py:1(<module>)
        2    0.000    0.000    0.003    0.001 serialization.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _mathtext.py:1882(Parser)
      101    0.000    0.000    0.002    0.000 _builtins.py:158(_register_builtin)
      428    0.000    0.000    0.002    0.000 colors.py:111(is_color_like)
        1    0.000    0.000    0.002    0.002 tz.py:2(<module>)
       10    0.000    0.000    0.002    0.000 core.py:2680(__init__)
       13    0.000    0.000    0.002    0.000 enum.py:528(_convert_)
        1    0.000    0.000    0.002    0.002 spawn.py:2(<module>)
      350    0.000    0.000    0.002    0.000 metadata.py:105(_from_config)
       18    0.000    0.000    0.002    0.000 enum.py:475(_create_)
        2    0.000    0.000    0.002    0.001 distributed.py:1(<module>)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
      101    0.001    0.000    0.002    0.000 _builtins.py:128(_get_builtin_table)
     1277    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
    24088    0.002    0.000    0.002    0.000 enum.py:670(__new__)
        1    0.000    0.000    0.002    0.002 _mathtext.py:2467(<lambda>)
        1    0.000    0.000    0.002    0.002 _mathtext.py:2467(<listcomp>)
        2    0.000    0.000    0.002    0.001 dates.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ImagePalette.py:19(<module>)
        2    0.000    0.000    0.002    0.001 core.py:5798(<listcomp>)
    67/17    0.000    0.000    0.002    0.000 core.py:4409(streamline)
     1438    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
    15322    0.002    0.000    0.002    0.000 version.py:81(__eq__)
    10738    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.002    0.002 frame.py:459(DataFrame)
      124    0.000    0.000    0.002    0.000 typing.py:524(__init__)
    16841    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.002    0.001 more.py:1(<module>)
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
  652/241    0.000    0.000    0.002    0.000 core.py:1859(name)
        1    0.000    0.000    0.002    0.002 rolling.py:1(<module>)
        1    0.000    0.000    0.002    0.002 numerictypes.py:1(<module>)
        1    0.000    0.000    0.002    0.002 headerregistry.py:1(<module>)
      739    0.001    0.000    0.002    0.000 enum.py:88(__setitem__)
        1    0.000    0.000    0.002    0.002 font_manager.py:1429(_load_fontmanager)
        2    0.000    0.000    0.002    0.001 category.py:1(<module>)
      239    0.000    0.000    0.002    0.000 rcsetup.py:282(validate_color_for_prop_cycle)
        1    0.000    0.000    0.002    0.002 kl.py:1(<module>)
        1    0.000    0.000    0.002    0.002 staggered.py:1(<module>)
        1    0.000    0.000    0.002    0.002 fake_quantize.py:1(<module>)
       57    0.000    0.000    0.002    0.000 contextlib.py:114(__enter__)
  598/194    0.000    0.000    0.002    0.000 core.py:1834(default_name)
        1    0.000    0.000    0.002    0.002 _parser.py:2(<module>)
       60    0.000    0.000    0.002    0.000 __init__.py:738(_open_file_or_url)
        4    0.000    0.000    0.002    0.001 policies.py:1(<module>)
     1654    0.000    0.000    0.002    0.000 re.py:188(match)
      350    0.000    0.000    0.002    0.000 metadata.py:107(<listcomp>)
      3/2    0.000    0.000    0.002    0.001 sysconfig.py:527(get_config_vars)
        1    0.000    0.000    0.002    0.002 blocks.py:1(<module>)
     1400    0.001    0.000    0.002    0.000 posixpath.py:117(splitext)
       32    0.000    0.000    0.002    0.000 colors.py:927(from_list)
      444    0.000    0.000    0.002    0.000 core.py:501(copy)
        1    0.000    0.000    0.002    0.002 <__array_function__ internals>:177(inv)
        1    0.000    0.000    0.002    0.002 font_manager.py:1010(json_load)
      375    0.000    0.000    0.002    0.000 sre_parse.py:97(closegroup)
      478    0.001    0.000    0.002    0.000 configparser.py:1243(__init__)
        1    0.002    0.002    0.002    0.002 linalg.py:476(inv)
        1    0.000    0.000    0.002    0.002 __init__.py:8(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:274(load)
     89/5    0.000    0.000    0.002    0.000 core.py:3677(streamline)
       16    0.000    0.000    0.002    0.000 rcsetup.py:618(cycler)
     1438    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:185(cb)
        1    0.000    0.000    0.002    0.002 selecting.py:1(<module>)
    11924    0.001    0.000    0.002    0.000 _mathtext.py:2469(<genexpr>)
      350    0.001    0.000    0.002    0.000 __init__.py:2886(insert_on)
       43    0.000    0.000    0.002    0.000 ast.py:33(parse)
      286    0.000    0.000    0.002    0.000 overrides.py:88(verify_matching_signatures)
        1    0.000    0.000    0.002    0.002 integer.py:1(<module>)
      448    0.000    0.000    0.002    0.000 colors.py:152(to_rgba)
    10348    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
      114    0.000    0.000    0.002    0.000 typing.py:880(__getitem__)
        1    0.000    0.000    0.002    0.002 std.py:1(<module>)
      402    0.000    0.000    0.002    0.000 core.py:499(copy)
        1    0.000    0.000    0.002    0.002 dtypes.py:1(<module>)
     1062    0.001    0.000    0.002    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.002    0.002 uuid.py:1(<module>)
        3    0.000    0.000    0.002    0.001 random.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _reqs.py:1(<module>)
    57/11    0.000    0.000    0.002    0.000 core.py:4092(streamline)
        3    0.000    0.000    0.002    0.001 version.py:257(Version)
        1    0.000    0.000    0.002    0.002 __init__.py:17(<module>)
